{17.35548508014577, -3.5582496778442443}	{15.779199612447474, -0.5987014976644103}	{12.784558298547298, 2.299806699558852}	{8.664697495142704, 4.85354873638722}	{3.822897882429032, 6.812546549288914}	{-1.266891458699753, 7.9850397831967665}	{-6.1064464848863755, 8.25625663113515}	{-10.222037831005093, 7.599648498348966}	{-13.210802741086765, 6.079488763733193}	{-14.780180081782994, 3.844581253687691}	{-14.776548264491538, 1.1136942868119597}	{-13.200262796793245, -1.8458538933678699}	{-10.205621482893067, -4.744362090591132}	{-6.085760679488475, -7.2981041274195}	{-1.2439610667748027, -9.257101940321194}	{3.8458282743539822, -10.429595174229046}	{8.685383300540604, -10.700812022167431}	{12.800974646659323, -10.044203889381247}	{15.789739556740995, -8.524044154765475}	{17.359116897437225, -6.2891366447199735}
{0.10082312959352269, 1.714756228522294}	{0.10241103862827816, 1.233014253604501}	{0.2882654813690122, 0.6638268642157011}	{0.6401937300362146, 0.06291008779100427}	{1.1237465956220487, -0.510914154759768}	{1.6915905545320506, -1.0014759485071565}	{2.2881410836666065, -1.36075568713417}	{2.855003660822087, -1.5535845665748629}	{3.336689827382698, -1.5610871525917769}	{3.6860487852606223, -1.3825290397919854}	{3.8688828455317785, -1.0353887403438582}	{3.8672949364970224, -0.5536467654260657}	{3.681440493756289, 0.01554062396273409}	{3.3295122450890866, 0.616457400387431}	{2.8459593795032525, 1.1902816429382033}	{2.27811542059325, 1.6808434366855918}	{1.6815648914586943, 2.040123175312605}	{1.114702314303214, 2.2329520547532984}	{0.6330161477426028, 2.2404546407702126}	{0.2836571898646789, 2.061896527970421}
{2.2622433946263625, -14.747663576935617}	{4.844136199693148, -13.14979693238238}	{7.287720120005005, -10.27385571144378}	{9.353800135991515, -6.401357078686031}	{10.84013394046199, -1.9113681815679713}	{11.601228824738305, 2.7565995830683225}	{11.562583518687621, 7.145613006776398}	{10.727980894123855, 10.826044875589044}	{9.179117670957726, 13.437628875110198}	{7.067607373037372, 14.724724967491056}	{4.600139340080547, 14.561343219483593}	{2.0182465350137657, 12.963476574930356}	{-0.4253373852980906, 10.087535353991756}	{-2.491417401284602, 6.215036721234007}	{-3.9777512057550775, 1.7250478241159477}	{-4.738846090031393, -2.9429199405203463}	{-4.7002007839807085, -7.331933364228422}	{-3.865598159416944, -11.012365233041068}	{-2.316734936250816, -13.623949232562222}	{-0.20522463833046078, -14.911045324943082}
{-15.929498107210495, -8.80740423997492}	{-12.444601265659516, -10.552387309454083}	{-7.656336403924346, -11.285439741607442}	{-2.0334122484746318, -10.934805256899216}	{3.873760207137944, -9.534806401706742}	{9.486945765267398, -7.222484818341864}	{14.256686714120553, -4.224186654276141}	{17.716087576884345, -0.8334062241800215}	{19.526518094048352, 2.6179432584922546}	{19.510760712581423, 5.792019659410884}	{17.670357874769675, 8.378122265363274}	{14.185461033218699, 10.12310533484243}	{9.397196171483527, 10.856157766995791}	{3.7742720160338132, 10.505523282287564}	{-2.1329004395787625, 9.105524427095093}	{-7.746085997708217, 6.793202843730213}	{-12.515826946561372, 3.7949046796644916}	{-15.975227809325165, 0.40412424956837123}	{-17.785658326489173, -3.0472252331039047}	{-17.769900945022243, -6.221301634022534}
{6.954135122384741, -8.893778503339044}	{7.031250498416663, -5.947516859747875}	{5.9972894262828245, -2.4332932029280827}	{3.953463219754086, 1.3048957705548394}	{1.0998358281000034, 4.901130078482296}	{-2.2842598171931763, 8.003385250356574}	{-5.867564855983357, 10.307990935271864}	{-9.299320424719491, 11.589356271656671}	{-12.243602377886678, 11.722052292588382}	{-14.412203883890292, 10.693089786990662}	{-15.592847117787548, 8.603190774114747}	{-15.669962493819469, 5.65692913052358}	{-14.63600142168563, 2.1427054737037885}	{-12.592175215156892, -1.5954834997791336}	{-9.73854782350281, -5.191717807706591}	{-6.354452178209629, -8.293972979580868}	{-2.7711471394194502, -10.59857866449616}	{0.6606084293166861, -11.879944000880966}	{3.6048903824838723, -12.012640021812679}	{5.773491888487486, -10.983677516214959}
{-7.324247784967719, -2.9151089495898646}	{-5.723122406965386, -3.153961371466413}	{-3.7381292744419063, -2.8250041741461125}	{-1.563573345469074, -1.960437980082241}	{0.5876846946031966, -0.6448925521366524}	{2.5050647201165095, 0.9928573572593751}	{4.000880215001447, 2.7924973760995644}	{4.928710336659294, 4.5778662005105275}	{5.197732608209598, 6.1741994905628665}	{4.781613255324632, 7.42523702151822}	{3.7210849395387884, 8.208518523355659}	{2.119959561536457, 8.447370945232205}	{0.13496642901297795, 8.118413747911905}	{-2.0395894999598556, 7.2538475538480345}	{-4.1908475400321255, 5.938302125902446}	{-6.108227565545438, 4.300552216506418}	{-7.604043060430376, 2.500912197666229}	{-8.531873182088225, 0.7155433732552658}	{-8.800895453638528, -0.8807899167970734}	{-8.384776100753562, -2.1318274477524266}
{-1.97665119432571, 5.628597658161462}	{-2.3507180591876797, 5.864361118844973}	{-2.8831937119067375, 6.00036156367634}	{-3.5219557256187173, 6.023286321544653}	{-4.204477623904845, 5.930891357423581}	{-4.863949407951185, 5.7322209341548644}	{-5.435817384725181, 5.446722296986276}	{-5.864103132221709, 5.10234204170985}	{-6.106883057433542, 4.732790507150372}	{-6.14039216973374, 4.374241972327467}	{-5.961350363738648, 4.061793665984138}	{-5.587283498876678, 3.8260302053006283}	{-5.05480784615762, 3.690029760469261}	{-4.41604583244564, 3.667105002600948}	{-3.7335239341595123, 3.7594999667220197}	{-3.0740521501131726, 3.9581703899907366}	{-2.5021841733391765, 4.243669027159325}	{-2.073898425842648, 4.58804928243575}	{-1.8311185006308155, 4.957600816995229}	{-1.797609388330617, 5.316149351818134}
{-15.132251824077022, -1.8170593840596518}	{-13.850083934789087, -4.257548370406172}	{-11.401546091785038, -6.65444768972937}	{-8.02631823910441, -8.773132136474338}	{-4.054791195562844, -10.406210115251133}	{0.12427430056179922, -11.393824575173738}	{4.101802201247391, -11.639300931790373}	{7.488444362508378, -11.118610248981055}	{9.952692653477115, -9.882721358644464}	{11.253329282006153, -8.052611676310987}	{11.263038872826817, -5.807425088811357}	{9.980870983538884, -3.366936102464839}	{7.532333140534835, -0.9700367831416417}	{4.157105287854208, 1.1486476636033283}	{0.18557824431263992, 2.7817256423801213}	{-3.993487251812003, 3.7693401023027286}	{-7.9710151524975945, 4.0148164589193645}	{-11.357657313758583, 3.494125776110044}	{-13.82190560472732, 2.258236885773454}	{-15.122542233256357, 0.4281272034399768}
{-8.081333861278944, -17.25473713516876}	{-5.278709980236498, -16.477863935926315}	{-2.260514441355264, -14.488678941231543}	{0.6778107470142074, -11.48189743783198}	{3.248641842918917, -7.751844148758971}	{5.200327986658214, -3.6636426787564185}	{6.3418245402859394, 0.3825253281172749}	{6.561393867858861, 3.990592756039126}	{5.83754299376468, 6.807376826280173}	{4.241127484925331, 8.557151088356589}	{1.9284156142268962, 9.068635446102178}	{-0.8742082668155464, 8.291762246859731}	{-3.8924038056967807, 6.302577252164959}	{-6.830728994066254, 3.2957957487653964}	{-9.401560089970962, -0.43425754030761343}	{-11.353246233710259, -4.522459010310166}	{-12.494742787337985, -8.56862701718386}	{-12.714312114910909, -12.176694445105712}	{-11.990461240816728, -14.993478515346759}	{-10.394045731977378, -16.743252777423173}
{20.028790015163388, -8.450501779109418}	{18.97541478857852, -5.363305178702159}	{16.550511525880136, -2.1141188609678245}	{12.99144665371565, 0.9790041789015005}	{8.646606239235615, 3.6132875067079633}	{3.941293534492548, 5.530869116194671}	{-0.6639026691319501, 6.544042758848372}	{-4.71819368093845, 6.5536319393302644}	{-7.824717248784831, 5.558698001843032}	{-9.679385201427879, 3.656632012300287}	{-10.100649717431416, 1.0336214422314773}	{-9.047274490846549, -2.0535751581757777}	{-6.622371228148166, -5.3027614759101125}	{-3.0633063559836806, -8.39588451577944}	{1.2815340584963555, -11.0301678435859}	{5.986846763239423, -12.947749453072607}	{10.592042966863922, -13.96092309572631}	{14.646333978670421, -13.970512276208204}	{17.7528575465168, -12.975578338720972}	{19.60752549915985, -11.073512349178227}
{-0.865105606218382, -4.730522529185889}	{0.18566161990584185, -3.0795578654063824}	{0.7979858655778695, -0.7255472787163333}	{0.9119285673174389, 2.1010822733028554}	{0.5163362195927998, 5.1236405958134075}	{-0.35006784234680577, 8.046258620805837}	{-1.6024739523266693, 10.582850132916729}	{-3.1182878742754907, 12.48511588146838}	{-4.749131180216309, 13.56684884112774}	{-6.335365564610177, 13.722161452926645}	{-7.721719353967801, 12.935850636295617}	{-8.772486580092021, 11.284885972516111}	{-9.38481082576405, 8.930875385826063}	{-9.498753527503622, 6.104245833806875}	{-9.103161179778981, 3.081687511296323}	{-8.236757117839375, 0.15906948630389328}	{-6.984351007859512, -2.3775220258069982}	{-5.468537085910691, -4.279787774358651}	{-3.8376937799698734, -5.361520734018011}	{-2.2514593955760054, -5.5168333458169165}
{3.6927324417410943, 4.4418065946884395}	{2.9863600298244415, 4.559291150313031}	{2.1060111652201323, 4.428487083323343}	{1.13786052854685, 4.062198407161855}	{0.1766774496243042, 3.4962800095345212}	{-0.6834507748262644, 2.7861279261864365}	{-1.358328801329907, 2.00125679095622}	{-1.7818948665007426, 1.218495259078961}	{-1.912687372721543, 0.5144654831150894}	{-1.73790343819844, -0.04191719720016618}	{-1.2746521322338333, -0.3961901685714686}	{-0.5682797203171817, -0.5136747241960591}	{0.3120691442871276, -0.38287065720637203}	{1.2802197809604103, -0.01658198104488262}	{2.241402859882956, 0.5493364165824504}	{3.1015310843335246, 1.259488499930535}	{3.776409110837167, 2.044359635160751}	{4.199975176008003, 2.8271211670380105}	{4.330767682228803, 3.531150943001882}	{4.155983747705701, 4.087533623317138}
{-9.570878914351875, 15.721280017194195}	{-10.33657712125571, 11.93653924407154}	{-9.796843165002478, 7.167612512004518}	{-8.00450996577784, 1.881315596594191}	{-5.135023585041612, -3.4048919282827113}	{-1.4692693426274772, -8.173559238917694}	{2.633923195405431, -11.95789595368696}	{6.772904954810985, -14.387464827924582}	{10.542523562996948, -15.224442732418467}	{13.57378248611684, -14.386900438308782}	{15.569960980752894, -11.956822420843283}	{16.335659187656724, -8.172081647720633}	{15.795925231403494, -3.4031549156536114}	{14.003592032178856, 1.8831419997567154}	{11.13410565144263, 7.169349524633618}	{7.468351409028494, 11.938016835268598}	{3.365158870995587, 15.722353550037864}	{-0.7738228884099687, 18.15192242427549}	{-4.54344149659593, 18.98890032876938}	{-7.574700419715823, 18.151358034659694}
{13.647964941771345, 6.71014645231714}	{11.664204879962837, 8.312035908939594}	{8.706098738600028, 9.449121504702237}	{5.063206557136919, 10.01009737895062}	{1.0921200038174104, 9.94005130456457}	{-2.81844330133264, 9.245839879344686}	{-6.28569017550847, 7.995417354446907}	{-8.970222336936269, 6.311183798814248}	{-10.609259073420084, 4.358003727617232}	{-11.04236004935243, 2.3270680148303846}	{-10.227130323617114, 0.4171787983824502}	{-8.243370261808606, -1.184710658240002}	{-5.2852641204458, -2.3217962540026447}	{-1.6423719389826892, -2.8827721282510286}	{2.3287146143368194, -2.812726053864977}	{6.239277919486869, -2.1185146286450944}	{9.7065247936627, -0.8680921037473164}	{12.3910569550905, 0.8161414518853429}	{14.030093691574315, 2.769321523082359}	{14.463194667506661, 4.800257235869206}
{-0.7728725299209485, 6.0151663525175625}	{-1.1741694252404944, 4.433072523349406}	{-1.0446160875379116, 2.408552267817584}	{-0.39689410015871207, 0.13977973419560497}	{0.7055929958279745, -2.15116181445787}	{2.1549260819876936, -4.2400190574322885}	{3.8092343377497384, -5.922320093861112}	{5.506582544796745, -7.03338957701814}	{7.080822434502602, -7.464468284615674}	{8.377856438088632, -7.173359229252105}	{9.27072183031655, -6.1885581935424705}	{9.672018725636095, -4.606464364374315}	{9.542465387933511, -2.581944108842493}	{8.894743400554312, -0.31317157522051475}	{7.792256304567626, 1.9777699734329603}	{6.342923218407908, 4.066627216407379}	{4.688614962645862, 5.748928252836202}	{2.991266755598856, 6.859997735993231}	{1.417026865892999, 7.291076443590765}	{0.11999286230696882, 6.999967388227197}
{-5.897129220706272, -17.699137562138056}	{-2.4156220356869147, -17.33034821896885}	{1.5613881486711043, -15.564571651575857}	{5.644603866063514, -12.574654373264268}	{9.434331512635179, -8.65327031921385}	{12.559606141754529, -4.184271882524322}	{14.714504097654611, 0.39488423247811877}	{15.68808895435503, 4.635958320400332}	{15.385059442717372, 8.123804500215783}	{13.835078202671493, 10.517008086590854}	{11.189868197347396, 11.581305638061291}	{7.7083610123280435, 11.212516294892088}	{3.731350827970023, 9.446739727499095}	{-0.35186488942238814, 6.456822449187506}	{-4.141592535994053, 2.5354383951370867}	{-7.266867165113402, -1.9335600415524412}	{-9.421765121013486, -6.51271615655488}	{-10.395349977713904, -10.753790244477095}	{-10.092320466076249, -14.241636424292546}	{-8.54233922603037, -16.634840010667617}
{-13.544457440531946, -2.264867183160412}	{-11.367086100328699, -5.192713541493768}	{-7.673600503977889, -7.824172026137254}	{-2.825544755677684, -9.901657146164611}	{2.7025196695376863, -11.2218101833376}	{8.369467309438477, -11.655405360330663}	{13.620577845085286, -11.159999360184479}	{17.941835990610564, -9.784085973889924}	{20.910246890754397, -7.662349190249772}	{22.235241804475837, -5.0024793886561545}	{21.787120997837423, -2.0648431576916875}	{19.609749657634175, 0.8630032006416646}	{15.916264061283368, 3.4944616852851507}	{11.068208312983163, 5.571946805312509}	{5.540143887767793, 6.892099842485498}	{-0.12680375213299921, 7.325695019478561}	{-5.377914287779808, 6.830289019332376}	{-9.699172433305085, 5.454375633037822}	{-12.66758333344892, 3.3326388493976706}	{-13.99257824717036, 0.6727690478040529}
{-4.150584700372677, 1.477996862101607}	{-4.441488850900544, 0.8066390750390569}	{-4.529173680554627, -0.09852385889978121}	{-4.405055987272252, -1.1488882850999729}	{-4.081285275650719, -2.2416372152057598}	{-3.589554478786736, -3.2698047703089}	{-2.977997633167271, -4.132746746451309}	{-2.3064781838086508, -4.745992370537878}	{-1.640729133165217, -5.0495128881495095}	{-1.0459186368603384, -5.013597596270579}	{-0.580270890560753, -4.6417621339067505}	{-0.2893667400328863, -3.9704043468442007}	{-0.20168191037880323, -3.0652414129053627}	{-0.32579960366117744, -2.014876986705171}	{-0.649570315282711, -0.9221280565993839}	{-1.1413011121466938, 0.10603949850375627}	{-1.752857957766159, 0.9689814746461649}	{-2.4243774071247794, 1.5822270987327345}	{-3.0901264577682133, 1.8857476163443656}	{-3.6849369540730916, 1.849832324465436}
{-8.418394506501487, -7.610219480139944}	{-6.01964862382105, -8.874009278990918}	{-2.699825968620736, -9.452715781527957}	{1.216106087043904, -9.289691163197439}	{5.344828829661453, -8.40089340950086}	{9.28219411068165, -6.873324237188127}	{12.642785183161212, -4.856512760045466}	{15.097643978311034, -2.547878537407438}	{16.406471813254882, -0.17340677218631062}	{16.441151500368708, 2.0344726953204786}	{15.198288350250225, 3.8596372396325647}	{12.79954246756979, 5.1234270384835385}	{9.479719812369474, 5.702133541020577}	{5.563787756704835, 5.539108922690058}	{1.4350650140872863, 4.65031116899348}	{-2.5023002669329095, 3.1227419966807464}	{-5.862891339412473, 1.1059305195380866}	{-8.317750134562296, -1.202703703099942}	{-9.626577969506144, -3.5771754683210695}	{-9.66125765661997, -5.7850549358278585}
{8.162004990448912, 0.861037665967495}	{6.645468290661162, 2.948405429577093}	{4.05458046544895, 4.838135754964254}	{0.6429556669210035, 6.345248671354696}	{-3.255452499455079, 7.322217465818982}	{-7.259040680547559, 7.6734096258130995}	{-10.975909770552008, 7.364448015817162}	{-14.042226725989062, 6.425575950879692}	{-16.157839078974067, 4.9486967702230915}	{-17.115655952058837, 3.0783776980723485}	{-16.82191955620327, 0.997698596488807}	{-15.30538285641552, -1.089669167120788}	{-12.714495031203308, -2.9793994925079494}	{-9.30287023267536, -4.486512408898392}	{-5.404462066299278, -5.463481203362678}	{-1.400873885206798, -5.814673363356795}	{2.31599520479765, -5.505711753360859}	{5.382312160234706, -4.5668396884233875}	{7.497924513219711, -3.0899605077667873}	{8.455741386304481, -1.2196414356160452}
