{0.9648328487527538, 6.365845592444112}	{0.06120589832112966, 6.241076856191976}	{-1.2711402632879505, 5.874252907479892}	{-2.9017863107746273, 5.301281030220538}	{-4.671113247631829, 4.578247703889868}	{-6.405927025654323, 3.775928468138536}	{-7.936411985090935, 2.972859919848701}	{-9.112753594596267, 2.247652003834559}	{-9.819803341378009, 1.671293123736239}	{-9.988350269915902, 1.3002013024662111}	{-9.60189583250915, 1.170701593039139}	{-8.698268882077528, 1.2954703292912746}	{-7.365922720468448, 1.6622942780033574}	{-5.735276672981771, 2.235266155262712}	{-3.965949736124569, 2.9582994815933814}	{-2.231135958102075, 3.7606187173447143}	{-0.7006509986654632, 4.56368726563455}	{0.4756906108398704, 5.288895181648692}	{1.1827403576216122, 5.865254061747011}	{1.3512872861595042, 6.236345883017039}
{19.611251637565672, -0.44165004635204363}	{17.202330632823198, 0.009201801399105314}	{13.494937331621013, 0.20796478717031475}	{8.851977221208813, 0.13518260505114643}	{3.727935586599016, -0.20202031786929453}	{-1.375610675715416, -0.770636210064642}	{-5.959090899081451, -1.5150049862269368}	{-9.57384210425149, -2.362262644223187}	{-11.866027257810897, -3.229473701297501}	{-12.611271306336231, -4.03174949696872}	{-11.736624569937215, -4.690557686572392}	{-9.327703565194742, -5.14140953432354}	{-5.6203102639925575, -5.34017252009475}	{-0.9773501535803559, -5.267390337975582}	{4.146691481029442, -4.930187415055141}	{9.250237743343874, -4.361571522859793}	{13.833717966709907, -3.617202746697499}	{17.44846917187995, -2.7699450887012484}	{19.74065432543936, -1.902734031626934}	{20.48589837396469, -1.100458235955715}
{11.032810291639448, 6.04113052892362}	{9.675541461760272, 6.2595927793964945}	{7.593730734453272, 6.318171734761712}	{4.9911602485355, 6.211133278724545}	{2.1225877363434162, 5.948955081142686}	{-0.7311909381096928, 5.557300970698365}	{-3.290828034723158, 5.074508780536514}	{-5.30576844044014, 4.547837574041164}	{-6.578775749433742, 4.028841598438147}	{-6.98523913673621, 3.5683237958770766}	{-6.485371134001431, 3.2113628574888327}	{-5.128102304122257, 2.992900607015959}	{-3.046291576815256, 2.9343216516507415}	{-0.4437210908974847, 3.0413601076879084}	{2.4248514212946, 3.303538305269767}	{5.278630095747708, 3.6951924157140885}	{7.838267192361174, 4.177984605875938}	{9.853207598078157, 4.704655812371289}	{11.126214907071759, 5.2236517879743065}	{11.532678294374227, 5.684169590535377}
{-1.5778302986690314, 9.08015628922435}	{-1.5011261123691049, 7.329639669584974}	{-1.0383164806561553, 4.715838323516117}	{-0.2347044348665639, 1.4946093381958292}	{0.8310468788634298, -2.0187309496706813}	{2.0546142964198992, -5.480272313825866}	{3.3162265138769333, -8.551174967569361}	{4.492388137220644, -10.93083756291584}	{5.467968271958256, -12.386322144948556}	{6.147470337235161, -12.775155741820763}	{6.464379936532784, -12.059276611907633}	{6.387675750232857, -10.308759992268259}	{5.924866118519908, -7.694958646199401}	{5.121254072730316, -4.473729660879114}	{4.055502759000323, -0.9603893730126026}	{2.8319353414438524, 2.5011519911425824}	{1.5703231239868187, 5.572054644886077}	{0.39416150064310784, 7.951717240232558}	{-0.5814186340945033, 9.407201822265273}	{-1.2609206993714088, 9.79603541913748}
{18.218672256858035, -3.4149664014869368}	{16.076200681549587, -2.815989371491617}	{12.739563328461273, -2.3418524622061185}	{8.535373509432809, -2.0389674978174037}	{3.8751666162636007, -1.9369829689634765}	{-0.7848838307722739, -2.0458818318965535}	{-4.988619625438288, -2.355004307169753}	{-8.324549819003012, -2.834091333120403}	{-10.466130321327963, -3.4362465336528665}	{-11.203728311576828, -4.102526762277043}	{-10.465142559316655, -4.767711867967879}	{-8.322670984008209, -5.366688897963198}	{-4.986033630919893, -5.840825807248696}	{-0.7818438118914299, -6.143710771637411}	{3.878363081277779, -6.245695300491338}	{8.538413528313653, -6.136796437558262}	{12.742149322979667, -5.827673962285062}	{16.078079516544392, -5.348586936334412}	{18.219660018869344, -4.7464317358019485}	{18.95725800911821, -4.080151507177772}
{-2.262154575053162, 5.999556091170381}	{-2.361040833504987, 5.721700626809863}	{-2.454378839077841, 5.284763853251601}	{-2.533032017462128, 4.731516186208989}	{-2.589301247548678, 4.116113362035314}	{-2.6176785050458387, 3.4987952969242992}	{-2.61538602627381, 2.9399893841968803}	{-2.582648215027436, 2.4943954400205497}	{-2.5226696763692567, 2.205631304286853}	{-2.441321527558185, 2.1019632225394416}	{-2.3465666921857293, 2.193538948917751}	{-2.2476804337339047, 2.4713944132782677}	{-2.154342428161051, 2.90833118683653}	{-2.0756892497767634, 3.4615788538791423}	{-2.0194200196902137, 4.0769816780528165}	{-1.9910427621930529, 4.694299743163832}	{-1.9933352409650817, 5.253105655891251}	{-2.0260730522114554, 5.698699600067582}	{-2.086051590869635, 5.9874637358012786}	{-2.1673997396807065, 6.09113181754869}
{-1.232137532051256, -6.1557001605203485}	{-0.6185580483747424, -5.259659751727759}	{0.12502103716971058, -3.7920892848309524}	{0.9258130228688822, -1.8966447822944863}	{1.7054308097166955, 0.2411344416349731}	{2.3875599768199613, 2.411987661735523}	{2.9054289686292414, 4.403416639599955}	{3.2083451600208104, 6.020486431773336}	{3.2666570036400526, 7.10490698020999}	{3.074656529951014, 7.550527646026698}	{2.6511380830643367, 7.313727973631574}	{2.0375585993878236, 6.417687564838985}	{1.2939795138433712, 4.9501170979421785}	{0.4931875281441991, 3.0546725954057123}	{-0.28643025870361416, 0.9168933714762529}	{-0.9685594258068799, -1.253959848624297}	{-1.48642841761616, -3.2453888264887296}	{-1.7893446090077294, -4.862458618662111}	{-1.8476564526269716, -5.946879167098765}	{-1.6556559789379333, -6.3924998329154725}
{8.55676737550527, 7.739436496604449}	{6.611608298468761, 7.726113880446773}	{3.6928949427667597, 7.319843247456657}	{0.08633130752710638, 6.5603931978451175}	{-3.855047030226513, 5.522103993867773}	{-7.745430497597141, 4.306610616996188}	{-11.204001254903059, 3.032894027798889}	{-13.892210299139748, 1.8256344805318165}	{-15.546916999203567, 0.8030069511533435}	{-16.006147134272773, 0.06511334730399554}	{-15.22494805908229, -0.31581616386440636}	{-13.279788982045783, -0.30249354770672987}	{-10.36107562634378, 0.10377708528338703}	{-6.754511991104128, 0.8632271348949248}	{-2.8131336533505085, 1.9015163388722691}	{1.077249814020119, 3.1170097157438543}	{4.5358205713260356, 4.390726304941153}	{7.224029615562728, 5.597985852208226}	{8.878736315626547, 6.620613381586699}	{9.337966450695752, 7.358506985436048}
{3.283763249313081, -5.744797101062331}	{2.649414967198309, -4.951429046854862}	{1.5391680510234407, -3.8858667102495135}	{0.06170120448879679, -2.6524147569625685}	{-1.638360823349985, -1.371812058146848}	{-3.3946041161793925, -0.1694129284460919}	{-5.035115344030742, 0.8370834277172392}	{-6.399309837808113, 1.5491541343294113}	{-7.35365073555864, 1.897096749338881}	{-7.804720500926477, 1.8468522253297728}	{-7.708365282489566, 1.4033388463862821}	{-7.074017000374794, 0.6099707921788151}	{-5.9637700841999255, -0.45559154442653416}	{-4.486303237665281, -1.6890434977134796}	{-2.7862412098264997, -2.9696461965292}	{-1.0299979169970923, -4.172045326229956}	{0.6105133108542571, -5.178541682393288}	{1.9747078046316293, -5.89061238900546}	{2.929048702382156, -6.23855500401493}	{3.380118467749993, -6.188310480005821}
{-3.523695291796769, 1.1010096906206233}	{-3.9215109658137832, 0.2545435830584397}	{-4.350887028034725, -1.0957276505541684}	{-4.76979315785047, -2.8176300539783177}	{-5.137223904584024, -4.742611822767356}	{-5.4172125867045615, -6.682242329255576}	{-5.582351961210264, -8.446657025267523}	{-5.616477035530838, -9.86314270695749}	{-5.516247409628411, -10.793043886565597}	{-5.291474257627178, -11.145335357629307}	{-4.964159941731658, -10.885532376401896}	{-4.566344267714645, -10.039066268839713}	{-4.136968205493703, -8.688795035227106}	{-3.7180620756779583, -6.966892631802955}	{-3.350631328944404, -5.041910863013918}	{-3.0706426468238672, -3.1022803565256964}	{-2.9055032723181635, -1.3378656605137498}	{-2.87137819799759, 0.07862002117621802}	{-2.9716078239000177, 1.0085212007843243}	{-3.19638097590125, 1.3608126718480351}
{-3.727771732340592, -0.6458722633158247}	{-3.35326661403636, -1.0497657744101327}	{-2.710608356277919, -1.5819900305911494}	{-1.8627048269980395, -2.1904472134394353}	{-0.8925547313339051, -2.8155772945273263}	{0.1048768799176989, -3.396188185980554}	{1.0319544511327892, -3.8754456483897233}	{1.7979291703115776, -4.206436622151136}	{2.3278220950811606, -4.356761404603306}	{2.569763613983992, -4.311705158665468}	{2.500070805444178, -4.075678303615343}	{2.1255656871399458, -3.671784792521035}	{1.4829074293815045, -3.1395605363400185}	{0.6350039001016254, -2.5311033534917327}	{-0.3351461955625088, -1.9059732724038414}	{-1.3325778068141128, -1.3253623809506139}	{-2.259655378029203, -0.8461049185414444}	{-3.025630097207992, -0.5151139447800317}	{-3.555523021977575, -0.36478916232786185}	{-3.7974645408804064, -0.4098454082656995}
{-17.38348503586839, -0.6082496023937667}	{-14.91703702244564, -0.6473865144890114}	{-11.205002846006767, -0.21638733760033357}	{-6.610742275004511, 0.6425587258905612}	{-1.5839735442242033, 1.8453720506600546}	{3.3832481994081993, 3.2743128879864916}	{7.804696682957035, 4.78950655269612}	{11.247569722809523, 6.242635331912135}	{13.374854917917911, 7.491456856181333}	{13.978318771717507, 8.413727773657051}	{12.998890037618494, 8.919169781097434}	{10.532442024195749, 8.958306693192679}	{6.820407847756876, 8.527307516304003}	{2.2261472767546175, 7.668361452813107}	{-2.80062145402569, 6.465548128043614}	{-7.767843197658093, 5.036607290717177}	{-12.189291681206928, 3.521413626007549}	{-15.632164721059418, 2.0682848467915327}	{-17.759449916167807, 0.8194633225223358}	{-18.362913769967403, -0.10280759495338199}
{-3.4543485379782117, 0.04279983930839748}	{-2.650638457929327, -0.5135160922410118}	{-1.3331064947960298, -1.1894278593466705}	{0.36927814308521967, -1.9187725088900776}	{2.289874186147379, -2.6301567049309447}	{4.240680312116037, -3.253945205855649}	{6.0307380253158716, -3.729077247003632}	{7.484824004713421, -4.009043593747741}	{8.460602183432506, -4.066439189428424}	{8.86255659469376, -3.8956457532418267}	{8.651341140141874, -3.5133817367097357}	{7.847631060092989, -2.957065805160327}	{6.530099096959692, -2.281154038054668}	{4.827714459078442, -1.551809388511261}	{2.907118416016283, -0.8404251924703938}	{0.9563122900476242, -0.21663669154568965}	{-0.8337454231522101, 0.2584953496022935}	{-2.2878314025497604, 0.5384616963464026}	{-3.2636095812688444, 0.5958572920270861}	{-3.6655639925300996, 0.4250638558404889}
{-9.524593496709745, 8.349949708734123}	{-7.818361879963376, 6.5819923649665375}	{-4.904764948751131, 4.265582514816918}	{-1.069005870923566, 1.6274664937943557}	{3.3134445296765827, -1.0741185211283293}	{7.813601473511169, -3.574722565640884}	{11.990958244480556, -5.629569093133562}	{15.436606056486205, -7.037515408537768}	{17.813260894449037, -7.660741916762932}	{18.888279223701296, -7.43824286490956}	{18.556430760082645, -6.391798010415112}	{16.850199143336276, -4.623840666647528}	{13.936602212124033, -2.3074308164979103}	{10.100843134296467, 0.33068520452465366}	{5.718392733696319, 3.032270219447339}	{1.218235789861732, 5.532874263959894}	{-2.959120981107655, 7.587720791452571}	{-6.4047687931133055, 8.995667106856779}	{-8.781423631076137, 9.618893615081943}	{-9.856441960328397, 9.39639456322857}
{2.172200239759457, 5.618077341547163}	{1.1214839284814282, 5.410180487350857}	{-0.4152627849134367, 4.889301228068554}	{-2.2876124249741023, 4.106426854778006}	{-4.312286363504401, 3.1381905657433893}	{-6.291095408668163, 2.0793700750343174}	{-8.030339943951436, 1.033610109517544}	{-9.359770596211462, 0.10327694085597061}	{-10.149253430517016, -0.6205619383894709}	{-10.321508366395918, -1.0670521354362124}	{-9.859673890553632, -1.192488078917194}	{-8.808957579275603, -0.9845912247208868}	{-7.272210865880739, -0.46371196543858373}	{-5.399861225820073, 0.3191624078519637}	{-3.3751872872897746, 1.28739869688658}	{-1.3963782421260134, 2.346219187595652}	{0.34286629315725925, 3.391979153112425}	{1.672296945417287, 4.322312321774}	{2.461779779722841, 5.04615120101944}	{2.634034715601743, 5.492641398066182}
